"product_id","text"
"89","상품명: SUMMER DREAM UMBRELLA (2 Colors)
상품 유형: 디지털라이프
브랜드명: 글로니
사용자 리뷰:
- 일단 배송이 너무 오래 걸려서 별 뺐고, 주문하고 나서도 또 배송지연된다고 연락받아서 하나 더 뺐어요~그래서 주문하고 한달을 넘게 기다렸다가 받았는데 가격이 저렴한것도 아니거 생각보다 튼튼한 느낌도 없어서 이가격에 이시간을 기다려서 사는게 맞나 싶네요;
- 6월초에 예액구매했는데
7월2일 배송예정이라더니 .. 8일에 출고됐나?
장마는 끝났구요... ㅋ̐̈ㅋ
- 글로니 패턴이 너무 귀여워서 비싼 가격임에도 구매했는데
이쁘긴 넘 이뻐요 심지어 가방까지 있어서
올 화이트룩에 포인트로 매고 다니니 넘 귀엽습니다 ,,
단점은 우산인데 양산 같은 얇기에,, 양산처럼 사용하게
햇빛 짱짱한 날에 들고 나갔더니 양산의 역할을 잘 못 하네요 ,,
- 패턴이 기여워여 배송은 디따 느랴욭..다행히 장마 대비 샀는데 비는 안오지만 ㅠㅎㅎ
- 내부에 암막 천이 없어서 자외선 차단에 효과가 좋진 않은 것 같아요 그래도 예뻐서 만족합니다 !
- 스트로베리보우 패턴이 귀엽고
우산집까지 글로니 로고가 크게 있어서 좋습니다
- 너무 맘에 들어서 한새 더샀어요 여름에 들고다니면 딱좋아여
- 패턴 넘 귀엽구 작아서 가방에 쏙 넣어다니기 좋아용
같이 오는 파우치?에 넣고 크로스로 메고 다녀도 귀여울듯
- 가볍고 예뻐요 암막이 아니라 빛 차단이 엄청되는지는 그냥 수치로만 알뿐인데 대신 다른 양산들보다 훨씬 튼튼해서 바람쎄게불어도 잘 쓰고있어요 ㅎㅎ
- 가격대비 조금 부실한 느낌이지만.. 너무 귀엽고 여름 필수템이라 매일 들고 다녀요!!"
"90","상품명: (epoxy) starlight sprinkle silver 에폭시 아이폰 갤럭시 케이스
상품 유형: 디지털라이프
브랜드명: 디어마이뮤즈
사용자 리뷰:
- 퀄리티가 많이 떨어져요..예쁘긴합니다 찐 글리터인줄알았는데ㅜㅜ속았습니다 그리고 아이폰16 타원형이라고 하셔서 카메라에 둥굴게된줄 알았는디 그냥 타기종동일하게 네모나게해주셨아요...
-
- 진짜 배송이 너무 느렸어요 진짜 주문한 거 까먹을 때 쯤 옴 ..
그리고 뒷면이 프린팅이어서 프린팅 특유의 화질깨짐..?같은 것 때문에 생각했던 것과는 달랐어요
여기 케이스 디자인 너무 예쁜데 배송이 너무 느려서 재구매 할 지는 모르겟ㅇ네요 ..
- 누가봐도 반짝이였는데.. 여름이라 반짝이 케이스 장만하려고 한거였는데.. 아니어서 속은 기분이에요ㅠ
- 프린팅 깨진 거 보이죠 화질 때문이 아니라 실제로 저래요;; 저도 후기 안 보고 그냥 샀다가 제품력 너무 떨어져서 후회되는데 환불도 안됨^^^^
- 튼튼해보이고 핸드폰에 촥 감겨서 너무 좋아요!
고급스러워 보이기도 하고 마감도 깔끔해서 퀄리티가 느껴집니다.
실제로 사용해보니 그립감도 좋고, 핸드폰이 더 안전하게 보호되는 느낌이에요.
디자인도 마음에 들어서 만족도가 정말 높습니다. 좋은 제품 감사합니다 😊"
"91","상품명: Fortune soap cases
상품 유형: 디지털라이프
브랜드명: 티브이오비티
사용자 리뷰:
- 예뻐용! 케이스 촉감도 뽀용하니 너무 좋습니당앙
- 폭신폭신해서 떨어트려도 안전하고 부드럽고 감촉도 좋고 봄느낌 물씬남
- 폭신폭신해서 귀여워요 !! 그런데 색이 생각보다 밝구 케이스에 먼지가 잘 붙어서 아쉬워요 ㅜㅜ
- 노란색 구매하려 했는데
실수로 블루를 구매했어요
산뜻하니 예쁜데
떨어뜨리면 완전 보호될것 같진
않아요
-
- 봄을 맍이하야 산뜻한 케이스로 바꾸고싶었는데 마침 노란핸드폰이랑 어울리는 케이스를 발견해서 구매했어요 실제로 받으니 푹신해서 귀여운매력도 있고 상큼하니 좋네요 잘쓰겠습니다
- 케이스가 좀 헐거워요. 떨어뜨리면 액정 깨질거 같아요.
- 다들예쁘다고해서 선물용으로 하나 더 사서 줬어요
- 쿠션이 신기하다고했어요
심플하고 귀엽고 색깔도 마음에 들어요
- 귀엽고 이뻐요!! 감사합니다아! 예쁘게 사용하겠습니다!!"
"92","상품명: [대충살자] 아이폰 전기종 디자인 젤하드케이스
상품 유형: 디지털라이프
브랜드명: 오누
사용자 리뷰:
- 생각보다 얇지 않고 색감은 화면 그대로에요 조금 비싼게 아쉬움ㅜ
- ㅋㅋ 회사분들한테 자랑하고 다녔습니다. 그런데 퇴사할거냐고 묻네요?
- 처음 받았을 때 포장이 이쁘게 되어 있어서 개봉하는 맛이 좋았습니다 개봉을 해서 처음 봤을 때는 하드 케이스인 줄 알았습니다 재질이 다른 젤리 케이스들이랑 다르게 두껍게 만들어졌다는 느낌을 받았고 두꺼워서 핸드폰을 떨어트렸을 때 보호도 다른 제품보다 더 잘 될 거라고 생각했습니다 그리고 케이스가 전체적으로 마감이 좋아서 굉장히 만족했습니다 디자인으로 넘어가서 사진으로 봤을 때 프린팅이 쉽게 뛰어질 것 같아서 걱정을 했었는데 제품 프린팅부분을 손톱으로 조금 강하게 긁어 봤는데도 흠집 하나 남지 않았습니다 음량 버튼 전원 버튼 누를 때 소리랑 느낌이 제가 좋아하는 스타일이었습니다 만약에 핸드폰을 기변하게 되면 동일제품으로 재구매 할꺼 같습니다!
- 운 좋게 무신사 체험단에 선정되어 후기 남깁니다
제가 한 일년동안 새 폰케이스를 사야되는데 마음에 드는 디자인이 없여 고민해왔어요 그런데 딱! 마음에 드는 디자인의 폰케이스 체험단 모집이 시작된겁니다! 그래서 올해 마음가짐을 다잡고자 갓생레츠기릿! 케이스를 골랐습니다
처음 받았을 때 포장이 깔끔하고 안에 먼지가 뭍지 않게 한 겹의 필름이 붙어있어서 포장을 뜯을때부터 기분이 좋았어요 폰에 낄때도 사이즈가 너무 빡빡하지도 느슨하지도 않게 딱 맞았어요 올해부터 아침에 일찍 일어나기로 결심했는데 이 폰케이스를 보면 ‘그래..갓생살아야지!’하면서 동기부여가 되더라고요 원래 이런 병맛느낌의 케이스도 좋아해서 완전 강추합니다 다른 디자인도 사고싶어요
- 배송이 엄청 빨리 왔어요💗 젤리케이스인데도 불구하고
적당히 탄탄하고 흐물거리지 않습니다
기스 안나게 안쪽에 보호필름도 붙어있어요 그리고 카메라쪽이 살짝 올라와서 카메라 보호도 잘 될거같아요
글씨 세상 힙하고 mz 갬성⭐️
플래쉬 터트려서 사진찍어도 케이스 잘보이고 마음에 들어요
100미터 밖에서 봐도 내핸드폰 구분 가능👍🏻
배경에 클로버색은 생각보단 진했어요
친구들이 보고 탐난다고 자기도 사고싶어했어요 ㅎㅎ
다른 케이스 종류도 여러가지라서 다른것도 갖고싶어요
케이스 하나로 힙한 느낌 가지고 싶으면 추천드립니다!!
- 친구가 어디서 샸나고 물어봤어요. 케이스 너무 마음에 드네여
- 그냥 일반 케이스 마냥 퀄 좋습이다 젤리 케이스고 카메라 부분에 보호도 잘 됨
- 케이스 재질도 좋네요 뒤에 문구도 재밌고 이쁩니당
- 끼고다니기 좋은 귀여운 폰케이스입니다
월요일 진짜 싫네요
- 케이스 바꾸려고 찾아보다 샀는데 귀욥고 문구가 제 스타일이에용!"
"93","상품명: 디지몬 아크릴 스마트 그립 톡 거치대
상품 유형: 디지털라이프
브랜드명: 에잇클로드
사용자 리뷰:
- 나리 가트몬 좋아하는데 고민하다 둘다 구매했어요.
대만족.
신나리(디지바이스)에다가 가트몬 후기 썼네;
암튼 맥세이프 아닌 거 참고하세요. (본인은 잠깐 후회)
감사히 잘 쓰겠습니다! 디지몬들아 양지로 나와랏
- 너무 귀여워요,, 어렸을 때부터 좋아했던 캐릭터라 함께하는 기분 매일 보고 있어도 매일 좋음
- 디 지 몬 체 고 야
스케치 선?대로 나오면 어떡할까 했는데 기본적으로 원형으로 깔고 귀 같은 삐져나온 부분은 둥글둥글 하게 처리해줘서 아주 맘에 듭니다.
다만 치명적인 것이 맥세이프가.... 아니었더군요...? 심히 마음이 아픕니다 하지만 감사히 쓰겠습니다?"
"94","상품명: 논슬립 어깨뿔방지 라운드 옷걸이 10팩 [블랙]
상품 유형: 디지털라이프
브랜드명: 무신사 스탠다드 홈
사용자 리뷰:
- 어깨뿔 안생겨서 좋아요.
후드티나 맨투맨 툭 걸쳐좋기 좋고 심플하게 블랙색상인 것도 마음에 드네요. 튼튼해서 오래 쓸 수 있어요👍
-
-
- 진짜 이름 그대로 NON-SLIP 이네요 ! 옷걸이 성능 좋습니다
- 어깨뿔 생기는게 싫어서 구매했는데 옷걸이도 얇아서 사용하기 좋네요
-
- 또 사버렸네요 이제 다른 옷걸이 못 쓸것 같습니다 공간 기능성 너무 좋아오
- 주문하고 바로 다음날 빠른배송으로 받아볼 수 있어서 좋았고
튼튼해보이고 잘쓰겠습니다!!
- 니트를 걸어놔도 어깨불이 생기지 않습니다
잘샀어요
- 깔끔하고 튼튼해서 좋아요
재구매 벌써 4번째 입니다"
"95","상품명: 선순환(善循環) 아이폰 갤럭시 블랙 젤리 폰케이스
상품 유형: 디지털라이프
브랜드명: 속담
사용자 리뷰:
- 손자국도 별로 안남고 여름이여서 케이스에 땀도 안차고 기름도 안묻어서 좋음 케이스 재질이 매트한 느낌이여서 필름도 매트한 느낌의 필름으로 바꿈
- 가볍고 느낌있고 너무 좋습니다ㅎㅎ
다만 생각보다 글씨가 잘 안보여요ㅠ"
"96","상품명: Summer (Glass / Magsafe)
상품 유형: 디지털라이프
브랜드명: 돈패닉유스
사용자 리뷰: "
"97","상품명: CLASSIC UMBRELLA SHORT - 8 colors
상품 유형: 디지털라이프
브랜드명: 락피쉬웨더웨어
사용자 리뷰:
- 끈조절하고 나서 고정이 잘 안돼서 불편하긴 했지만 그래도 넘 귀엽고 예뻐서 맨날 가지구 다니구 싶은 아이템 ㅠ 넘 쥬아요오
- 들고 다니기 편하고 귀여워서 샀는데 맘에 들어옹
- 장우산은 튼튼한데 이건 너무 약해요.
자동도 아니고 펼때 한번에 고정핀에 안걸리고
두세번 바짝올리고 걸어야하궁...가격보다
제품이 부실합니다.
- 비오는날 짐 많이 있을때 우산이라도 크로스로 하고 다니면 진짜 좋아용
- 디자인이 예쁘고 가볍다는 후기보고 딸에게 선물하려고 구입했는데, 2번째 사용한 날 땅에 떨어뜨렸는데 그만 우산 대가 본체와 분리되고 말았어요.
서로 맞물리는 곳이 약했던지 끼우면 다시 빠졌어요.
본사AS팀에서 외부 압력에 의한 손상은 수리불가.교체불가하다고 하네요.
편의점 만원짜리보다 못한 견고성....
완전 비추입니다.
사지마세요. 4만원 넘는 값어치 없어요.
- 디자인도귀엽고 좋은데 양산대용으로도 쓸라햇더니 햇빛흡수해서 더위장난아니에여ㅠㅠ그리고 우산이약해서 태풍이나 바람쎌땐 못써요
- 생각보다 가볍긴한데 아쉬운 점이 많아요
1. 끈 정리부분이 찍찍이 -오래 사용하면 너덜너덜할 듯
2. 길이가 김 -백팩 사이드포켓에 넣어도 많이 튀어나오고 오블롱백 세로보다 몸통이 길어서 세로로넣기 너무 애매함(손잡이까지 하면 많이 튀어나옴, 당연히 가로로 못 넣음)
3. 크로스끈 조절하는 부분이 약함-걸어다니면 조금씩 내려옴
- 너무귀여워용 편하게 가방처럼 매고 다녀요 손이 너무 자유로워요
- 생각했던 것보다 차가운 색이에요 상세사진 왼쪽보다 오른쪽 느낌
검은색 도트 무늬 주문했다가 이게 더 예뻐 보여서 바꿨어요! 그 제품은 월초에 주문해도 월말 발송 예정이었는데 이 제품은 주문하자마자 발송돼서 빨리 왔네요 ! 이번에 비올 때 쓸 수 있어서 좋았어요
- 살까말까 계속 고민하다가 세일하길래 냉큼 질렀습니다 가격에 비해서 튼실하진 못하나,, 귀여우니까 좋습니다 크로스로 맬 수 있어서 지하철에서나 비 그쳤을때 넘 편했어요"
"98","상품명: 어라운드 스트라이프 순면 시어서커 여름이불세트 SS/Q 오션블루
상품 유형: 디지털라이프
브랜드명: 믹스앤매치
사용자 리뷰:
- 입고지연이 되어서 쪼~금 늦게 왔지만 만족합니다

오자마자 세탁을 했는데 건조기 사용이 안된다고 해서 햇빛에 말렸는데 금방 마르더라고요!
지금 사용하고 있는중인데 시어서커 재질도 마음에 듭니다
딱 그가격에 맞는 제품 같아요
- 스트라이프 패턴이 귀여워서 마음에 들어요! 올 여름에 잘 쓸 것 같습니단
- 늦는다고 한것보다 빨리 왔고 시원하고 너무 예뻐요. 약간 얼룩이 있었지만 그냥 쓰려고요..
- 가격대비 너무너무 잘 산 것 같네요 쿠폰 써서 싸게 샀어요 배송도 빠르고 포장상태도 너무 좋습니다 강추해여
2.7에 구매햇습니다
- 한 여름에 쓰기에는 무리가 있을 것 같아요 지금 시즌에 딱입니다!!
-
- 조금 많이 덥긴 해요 만약 시간을 돌린다면 다른 이불 살 것 같움 ..ㅠ
-
- 배송 빠르고 화사하고 피부에 트러블 없고 시원해서 좋아요.
- 배송 빠르고 화사하고 피부에 트러블 없고 시원해서 좋아요."
"99","상품명: 극락쿼카 아이폰 맥세이프 젤하드 디자인 케이스
상품 유형: 디지털라이프
브랜드명: 케이스픽스
사용자 리뷰:
- 좋습니다너무귀엽고다른것도사고싶습니다 흐흐"
"100","상품명: [에폭시 범퍼] 108 INTENSE JET BLACK (epoxy-bumper)
상품 유형: 디지털라이프
브랜드명: 108서울
사용자 리뷰:
-
-
-
- 예뻐요! 에폭시 특성상 지문이 묻는데 박박 닦아놓으몬 광나서 예뻐용
- 지문이랑 먼지가 좀 많아 묻는 거 빼면 완전 만족이에여
- 괜찮네요 미드나이트랑도 생각보단 많이 어울림
- 케이스 너무 예쁜듯 잘사용 할깨요 감사합니다 굿
- 생각보다 가벼워서 좋았어요. 무난하게 잘 쓸 것 같아요.
- 지문이 묻고 이런건 어쩔 수 없지만 심플하고 가볍게 쓰기 좋은거 같아요
- 합리적인 가격에 잘 구매했습니다 품질도 좋네요"
"101","상품명: [3TYPE] 에스닉 데님 아이폰 갤럭시 디자인 하드 케이스
상품 유형: 디지털라이프
브랜드명: 오누
사용자 리뷰:
- 아이폰12 기준!
좋은 점👍
1. 색상 : 데님 색상으로 청량한 느낌과 파란 계열 색상으로 시원한 느낌을 줍니다.

2. 핏감 : 각 기종에 맞게 제작되어 핏감/일체감이 좋습니다. 좌우 버튼 등을 가리지 않고 있어 사용에도 편의성을 더해주네요.

 그리고 상당히 얇게 제작되어 인 포켓 상황에서도 꺼내고 집어넣기 수월해요!

3. 개방감 : 상단 및 하단이 노출형으로 제작되어 있어서 가림성이 적고 그만큼 상.하단 스피커 등을 가리지 않는 점은 장점으로 보이네요.

4. 재질 : 무늬 및 색감이 데님을 떠올리지만, 데님이 아닌 폴리카보네이트(?)재질입니다. 단단하고 매끄럽게 제작되어 있어요. 그리고 상당히 얇지만 단단히 제작되어 있어요. 개인차에 따라 장점도 될수 있고 단점도 돨 수 있지만, 폰 자체가 꽤 얇게 느끼게끔해주네요.

아쉬운 점 👋
1. 보호성 : 좌우는 케이스로 가려지지만, 상.하단은 개방되어 있어 개인적으로는 아이폰의 깨끗한 금속테두리 부분이 노출되어 상처가 날 수 있어서 보호 목적의 케이스는 아닌 점이 조금 아쉽네요.

 그리고 얇은 만큼 테두리에 범퍼는 당연히 없어 폰을 떨어트리거나 할 때 걱정되는 부분은 있어요.
- 거북이 문양 보자마자 너무 깜찍하고 귀여워서 반했습니다. 좋은 기회로 받아볼 수 있어서 더욱 마음에 들어요! 🐢💙

겉으로 보았을 때에는 데님 천 케이스인 줄 알았는데 실제로는 일반적인 하드케이스에 프린팅된 거네요! 깔끔합니다. 다만 일반적인 하드케이스 특성상 많이 미끌거려서 파손 등 주의가 필요할 것 같아요! 실제로 휴대폰에 껴보니 휴대폰 액정화면에 딱 맞아서 화면쪽으로 떨어진다면 큰일이 날 것 같습니다..ㅎㅎ 액정 필수!

무늬가 너무 예쁘고 감성적이어서 잘 쓸 것 같아요! 어두운 데님 컬러라 어떤 스타일링에도 잘 어울리고 포인트되는 느낌인 것 같아요!! 주변 친구들도 볼 때마다 귀엽대요 ㅎㅎ 🐢💙🤍✨👏🏻 다들 하나씩 장만하시는 거 추천드립니다!! ㅎㅎ 선물용으로도 아주 좋을 것 같아요!!!

최고최고 ㅎㅎ 거북이 짱귀!! ✨
- 핸드폰 케이스를 바꿔볼 때가 됐나 고민하고 있던 찰나에 체험단으로 뽑혀서, 에스닉 데님 디자인 하드 케이스 체험단으로 제품을 사용해보게 되었어요.

일단 처음 받았을 때 포장이 깔끔하고, 제품도 흠집 없이 상태가 좋아서 만족스러웠습니다. 케이스 패턴이 독특하면서도 예뻤고, 그립감도 좋았어요.

다만, 대충 봤을 때는 데님 재질로 착각할 수 있는데 데님 재질이 아니라 하드 케이스입니다! 그리고 위아래가 뚫려있고 카메라 렌즈 위치도 깊이가 얕아서 손상에 민감하신 분은 이 점 유의해주시는 게 좋겠습니다. 또 버튼 위치는 케이스 깊이가 조금 있어서 일반 젤리 케이스 쓰시던 분들은 조금 불편하게 느낄 수 있을 것 같아요.

하드 케이스를 즐겨 끼시고, 이런 디자인을 좋아하신다면, 추천 드리는 제품입니다!
- 케이스 디자인은 진청 데님 느낌 소재 인데 하드케이스 입니다. 일반적인 케이스 보다 훨씬 고급스럽고 따듯한 느낌을 줍니다. 처음에 사진만 보고는 데님소재 인줄 알았어요. ㅋㅋ
케이스 무늬가 평범하지 않고 독특해서 넘 귀여워서 맘에 들었습니다. 거북이 모양이랑 태양이랑 귀엽습니다. 전체적으로 슬림하게 설계되어 있어 아이폰14 특유의 세련된 디자인을 살릴 수 있는 점도 마음에 들었습니다. 그래서 핸드폰이 엄청 커서 두꺼워 보이지도 않고 손에 그립감도 좋습니다.
하지만 사용하면서 한 가지 아쉬웠던 부분은 옆면의 볼륨 버튼과 전원 스위치가 평소보다 훨씬 누르기 어렵다는 점이었습니다. 케이스가 버튼 부분을 충분히 여유 있게 설계하지 않은 탓인지, 누를 때마다 약간의 힘을 더 줘야 해서 불편함을 느꼈습니다.
그럼에도 불구하고 전체적인 마감 퀄리티나 외관 디자인이 만족스러워서, 실용성과 스타일을 모두 고려하는 분들께는 추천할 수 있을 것 같습니다. 다만 버튼 조작을 자주 하는 분이라면 이 부분을 고려해서 선택하는 것이 좋겠습니다. 개인적으로는 디자인 만족도가 높아 계속 사용할 예정입니다.
나중에 다른 디자인도 구매해서 써보고 싶습니다.
-
- 하드케이스이다보니 끼우고 빼다가 얇은 부분이 깨졌지만 ㅜㅜ 예쁘고 마음에는 들어요
-
-
- 무광에 가벼운 하드케이스 찾고 있었는데 맘에 들어요!
- 지금껏 본 케이스중 단연코 최고의 케이스! 진짜 너무 좋아요"
"102","상품명: 무신사머니 50만원 상품권
상품 유형: 디지털라이프
브랜드명: 무신사머니 상품권
사용자 리뷰:
- 선물하기 편하고 친구들에게 선물주기 너무 좋아요
- 무신사머니 좋네요 점점 커져거는 무신사 좋아요"
"103","상품명: [무신사 에디션]WH-1000XM6 무선 노이즈 캔슬링 블루투스 헤드폰
상품 유형: 디지털라이프
브랜드명: 소니
사용자 리뷰:
- 여러 무선 이어폰 헤드셋을 사용해오고 있습니다. 헤드셋은 보스 nc 700, qc, qc 울트라 소니도 mx, 시리즈 4, 5 그리고 지인들 젠하이저나 JBL 시리즈도 간혹 교환해서 써보기도 하고 나름 15년 정도 꾸준히 써온 유저인데.. 이번 MX6는 잘 모르겠네요. ㅎㅎ 이 돈을 바르고 구매할만한지 ㅋㅋ 일단 노캔은 지금은 정체시기 인것 같습니다. 여느 브랜드든 프리미엄 라인이나 주력라인 정도면 차이가 크지 않은 것 같네요. 유명 유튜버들이 MX6 노캔 성능향상이 상당하다는 듯 많이 영상을 올리던데.. 이것들 당최 ㅋㅋ 믿지 마세요. 큰 차이 없습니다. 그래서 만족감이 클수가 없네요. 가격대는 확 올려 쳐놓고 성능향상은 작으니. 기타 편의 추가 기능이 있는데 이거는 정말 핵심 기능이 아니라 여기에 가중치를 둬야 하는지. 지인에게서 JBL tour m3 최근에 나온 이 제품 몇일 빌려 써봤는데 노캔 성능 상당하고 오히려 편의 추가 기능은 더 유용한게 많고 ㅎㅎ 거기서 거기인 정도의 차이라면 헤드셋 본질인 음질이나 튜닝 성향이 중요할텐데 여기가 좀 애매합니다. 그간 MX 시리즈 튜닝과 많이 다릅니다. 굳이 sony 헤드셋을 찾는 분들이라면 튜닝 성향 때문일 것 같은데 당황스러울지도 ㅋㅋ 브랜드 충성도가 아니면 굳이 선택할 이유가 있나 싶네요. 오히려 최근 할인 많이 하는 젠하이저 보스도 있고 JBL tour m3도 가격대비 만족스럽고.
- 헤드폰도 맘에 들지만 포함된 가방 두개 모두 실용적이고 이쁘네요
- 비싸긴 하지만 그만큼 좋은것같아용! 소재도 부드럽고 무광이라서 고급스러운 느낌이 많이 납니다!
- 말이 필요없는 소니. 생각보다 요다현상이 있긴 합니다
- 아주 좋습니다. 같이 온 가방도 예쁘네요. 다만 가방 줄 방향이 반대인거 같네요
- 음질과 노캔 성능이 매우 좋습니다. 다만 외형은 평범해서 가격대비 스타일은 조금 아쉬운 부분이 있어 별 하나를 제외 했습니다.
- 장점은 다들 아실테고
-노캔기능이 소리를 완벽차단해 주진 않음. 그래서 불량이 왔나 싶을 정도?(집에서 테스트해봄)
-핏이 이상함
-헤드폰 길이를 늘려 놓으면 케이스에 잘 안 들어감
-왼쪽 이어캡부분 뭔가 튀어나와 있는데 귀찮아서 그냥 씀
- 콜라보 뭔지 모르고 샀는데 향기가 나는 복주머니?같은 에코백 너무 잘 쓰고 있어요
- 음질,노이즈캔슬링 전부 너무 만족했습니다
무신사에디션 가방 잘받았습니다 만족
- 음질도 좋고 노이즈 캔슬도 좋아요. 오래기다렸었는데 만족합니다."
"104","상품명: Island MagSafe card slot (맥세이프카드슬롯)
상품 유형: 디지털라이프
브랜드명: 뮤즈무드
사용자 리뷰:
-
-
- 빨리 배송도 오고 너무 튼튼하고 이뻐요! 감사합니다~
-
- 너무 예뻐요..🤤 카드는 두 개 들어가고 넣으면 절대 안 빠져요!!
플라스틱 재질이고 무게도 많이 안나가서 좋아요
- 자성도 강하고 카드수납도 두개까지 가능해서 좋아요 카드가 들ㄷ어가면 찰낙하고 고정돼서 절대 안 떨어질 것 같은느낌?
-
- 제가 잘 못 땐건지 스티커 땔 때 약간 지저분하게 때져요 디자인은 너무 이뻐요
- 너무너무 예뻐요 맥세이프 케이스 끼고 붙이니까 완전 강력하게 붙어서 너무 젛아요 카드도 잘 들어가고 잘 빠져요 색갈도 실제로 보니까 더 이뻐요
- 너무너무 예뻐요 맥세이프 케이스 끼고 붙이니까 완전 강력하게 붙어서 너무 젛아요 카드도 잘 들어가고 잘 빠져요 색갈도 실제로 보니까 더 이뻐요"
